transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1248,74,503,2017-07-14,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 10:47:39.000000000
18965,19,503,2017-08-31,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:17:50.000000000
18412,1,503,2017-10-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:26:07.000000000
14820,2,504,2017-02-09,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 10:44:07.000000000
1056,81,504,2017-03-25,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:49:51.000000000
11319,84,504,2017-04-17,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 09:24:39.000000000
7477,29,504,2017-04-24,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:31:14.000000000
7472,56,504,2017-05-19,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 11:51:36.000000000
11835,99,504,2017-05-22,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 09:51:10.000000000
5425,29,504,2017-07-08,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 09:35:56.000000000
8158,0,504,2017-08-16,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01 11:14:47.000000000
14695,17,505,2017-04-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59.000000000
466,13,505,2017-06-24,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 09:52:40.000000000
9334,0,505,2017-08-30,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01 10:57:07.000000000
8821,74,505,2017-11-17,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:37:28.000000000
5740,7,505,2017-12-16,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 10:28:18.000000000
19507,24,506,2017-02-13,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 11:17:50.000000000
19367,26,506,2017-03-22,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35.000000000
5332,34,506,2017-03-23,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:28:18.000000000
490,11,506,2017-04-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58.000000000
2610,83,506,2017-05-07,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 11:32:13.000000000
15747,31,506,2017-08-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 10:50:31.000000000
5408,36,506,2017-08-14,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 09:44:12.000000000
336,55,506,2017-10-05,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 10:30:23.000000000
3644,20,506,2017-10-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:11:43.000000000
18455,40,506,2017-11-04,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50.000000000
17566,63,507,2017-02-04,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 10:02:26.000000000
9229,85,507,2017-02-10,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38.000000000
2834,11,507,2017-03-30,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58.000000000
13025,0,507,2017-07-22,1.0,Approved,Giant Bicycles,Standard,medium,medium,1578.52,468.1271428571429,1970-01-01 10:23:33.142857142
19163,14,507,2017-07-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 10:30:38.000000000
7854,26,507,2017-09-01,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35.000000000
4843,86,507,2017-10-14,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:36:46.000000000
10474,45,507,2017-11-24,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01 09:27:51.000000000
933,79,508,2017-01-17,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 11:29:05.000000000
9937,15,508,2017-02-13,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 09:28:35.000000000
3944,17,508,2017-04-17,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:43:16.000000000
7727,48,508,2017-06-04,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 10:42:53.000000000
10478,49,508,2017-07-05,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 09:29:03.000000000
8906,39,508,2017-07-28,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 10:08:18.000000000
13060,46,509,2017-01-10,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 11:24:24.000000000
7883,56,509,2017-02-25,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 11:19:39.000000000
18255,72,509,2017-05-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 09:50:55.000000000
8418,55,509,2017-07-27,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 10:30:23.000000000
14600,37,509,2017-09-26,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 11:16:58.000000000
2968,70,509,2017-10-02,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 10:36:33.000000000
13929,24,510,2017-01-08,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 11:17:50.000000000
13254,79,510,2017-11-01,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:31:13.000000000
11289,70,511,2017-05-04,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 09:16:04.000000000
6149,95,511,2017-05-23,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:50:55.000000000
10312,92,511,2017-11-16,1.0,Cancelled,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 09:14:19.000000000
13441,0,511,2017-11-19,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:36:46.000000000
5988,0,511,2017-12-19,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:41:22.000000000
17258,49,512,2017-01-02,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 11:24:24.000000000
12756,16,512,2017-01-26,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:36:26.000000000
4864,25,512,2017-02-05,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:46:44.000000000
15705,27,512,2017-09-26,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:05:34.000000000
825,30,513,2017-01-03,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 09:19:12.000000000
18192,59,513,2017-01-04,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 09:29:30.000000000
1826,93,513,2017-01-21,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:13:53.000000000
12426,46,513,2017-04-22,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07.000000000
8261,37,513,2017-12-16,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01.000000000
5936,74,514,2017-04-11,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:17:09.000000000
9945,7,514,2017-04-28,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 10:37:38.000000000
3629,42,514,2017-07-30,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 11:37:28.000000000
8826,47,514,2017-08-10,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 09:51:10.000000000
3542,16,514,2017-08-29,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 11:17:50.000000000
5281,34,515,2017-01-10,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 10:36:56.000000000
5143,11,515,2017-03-19,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:11:43.000000000
6812,0,515,2017-04-24,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14.000000000
16357,67,515,2017-06-12,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:46:00.000000000
11262,38,515,2017-07-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:26:07.000000000
2096,34,515,2017-08-09,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 10:36:56.000000000
24,82,515,2017-10-18,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:46:44.000000000
14006,14,515,2017-12-03,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 09:43:16.000000000
7667,72,515,2017-12-16,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:44:55.000000000
2141,79,516,2017-01-05,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:31:13.000000000
12793,64,516,2017-01-07,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 11:24:07.000000000
7654,67,516,2017-01-19,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07.000000000
7822,19,516,2017-03-08,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:04:40.000000000
12823,95,516,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14.000000000
11594,66,516,2017-07-10,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:14:47.000000000
12301,37,516,2017-08-15,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01.000000000
19664,29,516,2017-10-16,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36.000000000
3276,82,516,2017-11-01,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:43:46.000000000
8638,53,516,2017-12-11,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:51:10.000000000
16278,34,517,2017-04-08,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 11:12:16.000000000
16237,69,517,2017-04-19,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 11:41:45.000000000
6449,67,517,2017-05-14,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 11:13:30.000000000
12964,63,517,2017-07-09,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 09:43:16.000000000
11550,36,517,2017-07-10,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 11:16:58.000000000
9697,29,517,2017-12-20,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 10:50:31.000000000
17986,2,518,2017-02-04,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 10:37:38.000000000
6880,79,518,2017-03-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:36:46.000000000
19329,16,518,2017-04-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:46:00.000000000
7013,41,519,2017-03-01,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01 09:27:51.000000000
4386,39,519,2017-04-07,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 11:12:16.000000000
12429,48,519,2017-09-16,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 10:30:23.000000000
16317,62,519,2017-11-05,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:24:39.000000000
10227,29,520,2017-01-14,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 09:19:12.000000000
13304,6,520,2017-11-07,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:36:56.000000000
15319,2,520,2017-12-05,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:19:44.000000000
1368,5,520,2017-12-06,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44.000000000
213,82,520,2017-12-14,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:43:46.000000000
4935,19,521,2017-05-26,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44.000000000
724,53,521,2017-07-29,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58.000000000
8855,79,522,2017-02-24,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:36:46.000000000
4045,66,522,2017-03-18,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 09:24:39.000000000
19666,88,522,2017-04-20,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 10:31:14.000000000
14412,50,522,2017-11-19,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 09:55:07.000000000
3518,58,523,2017-01-01,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:42:25.000000000
1646,16,523,2017-04-16,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:49:38.000000000
17583,7,523,2017-05-01,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 11:35:01.000000000
9264,13,523,2017-05-15,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 10:44:53.000000000
16208,1,523,2017-07-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:37:38.000000000
6668,90,523,2017-12-12,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:25:39.000000000
478,98,524,2017-01-18,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 10:33:22.000000000
637,96,524,2017-02-14,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39.000000000
16209,54,524,2017-04-16,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:05:15.000000000
2735,95,524,2017-05-16,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14.000000000
8277,9,524,2017-05-24,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 09:19:09.000000000
2246,47,524,2017-05-31,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:49:51.000000000
19898,67,524,2017-08-14,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07.000000000
14052,8,525,2017-03-21,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 10:54:58.000000000
8490,51,525,2017-05-21,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 09:55:07.000000000
15141,29,525,2017-06-29,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 09:44:12.000000000
4742,40,525,2017-07-07,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 09:27:51.000000000
4520,60,525,2017-07-13,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:42:25.000000000
6463,79,525,2017-07-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:31:13.000000000
8134,2,525,2017-08-11,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:26:07.000000000
5669,35,525,2017-09-02,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 11:16:58.000000000
18375,43,526,2017-04-27,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 11:24:24.000000000
18748,34,526,2017-07-08,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:45:50.000000000
9095,30,526,2017-07-29,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 10:22:17.000000000
18774,81,527,2017-06-11,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 11:43:38.000000000
10964,57,527,2017-11-17,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 11:42:52.000000000
4861,15,528,2017-02-12,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 10:44:53.000000000
18116,17,528,2017-02-27,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:49:38.000000000
3120,17,528,2017-04-12,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:49:38.000000000
14951,63,528,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 10:02:26.000000000
19793,59,528,2017-04-26,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 09:29:30.000000000
8359,91,528,2017-07-06,1.0,Cancelled,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07.000000000
7164,83,528,2017-08-18,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 11:32:13.000000000
1255,80,529,2017-01-15,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 10:36:46.000000000
9270,49,529,2017-03-20,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 11:24:24.000000000
14190,6,529,2017-03-23,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 11:35:01.000000000
10226,83,529,2017-07-02,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 10:36:46.000000000
288,36,529,2017-11-20,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 10:45:50.000000000
8257,96,529,2017-12-18,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 11:47:38.000000000
4571,57,530,2017-07-07,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 09:14:19.000000000
10849,56,530,2017-07-10,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 09:55:07.000000000
13073,9,530,2017-07-21,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 09:19:09.000000000
10618,0,531,2017-02-03,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25.000000000
5207,0,531,2017-03-02,1.0,Approved,Solex,Standard,medium,medium,1527.25,480.57399999999996,1970-01-01 11:15:38.600000000
5436,74,531,2017-04-20,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:37:28.000000000
4963,0,531,2017-04-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 10:50:31.000000000
9391,0,531,2017-08-18,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36.000000000
5452,43,531,2017-10-30,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:31:13.000000000
12644,24,532,2017-01-12,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 11:17:50.000000000
17450,85,532,2017-02-03,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38.000000000
827,27,532,2017-08-03,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:05:34.000000000
10321,78,532,2017-10-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 10:36:33.000000000
17802,36,532,2017-11-03,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 09:44:12.000000000
7650,48,532,2017-12-02,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:37:28.000000000
9811,40,533,2017-03-12,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50.000000000
18602,96,533,2017-03-12,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39.000000000
4116,46,533,2017-04-28,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07.000000000
1063,58,533,2017-07-08,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:44:55.000000000
354,83,533,2017-11-14,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 11:32:13.000000000
15958,54,533,2017-12-28,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:05:15.000000000
939,67,534,2017-01-19,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07.000000000
13895,52,534,2017-02-07,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 10:20:20.000000000
18695,64,534,2017-02-26,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 11:24:07.000000000
12901,89,534,2017-03-25,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59.000000000
1593,44,534,2017-04-06,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 11:17:52.000000000
11589,49,534,2017-05-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 11:24:24.000000000
17285,18,534,2017-08-02,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 11:29:05.000000000
10470,23,534,2017-12-24,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:30:44.000000000
13773,32,535,2017-07-26,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 10:22:17.000000000
1804,100,535,2017-10-18,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 09:16:04.000000000
12233,30,536,2017-10-08,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 11:41:45.000000000
12753,100,536,2017-10-21,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 11:38:42.000000000
5330,3,536,2017-11-12,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 09:28:35.000000000
2544,100,536,2017-11-28,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 11:38:42.000000000
7750,0,537,2017-05-13,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07.000000000
12785,35,537,2017-05-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:51:28.000000000
13174,41,537,2017-11-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 10:44:53.000000000
5683,66,538,2017-01-06,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:41:45.000000000
9179,63,538,2017-03-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 10:02:26.000000000
16884,66,538,2017-04-21,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 10:44:07.000000000
12343,74,538,2017-05-23,0.0,Cancelled,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:50:55.000000000
15741,46,538,2017-07-26,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:20:20.000000000
11404,26,538,2017-10-01,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:24:48.000000000
19146,44,538,2017-12-26,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 11:24:24.000000000
11411,0,539,2017-01-03,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:04:40.000000000
11039,0,539,2017-05-06,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 09:29:25.000000000
14604,59,539,2017-06-03,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:27:06.000000000
4283,22,539,2017-06-18,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 11:29:05.000000000
1274,93,539,2017-07-22,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50.000000000
10600,99,539,2017-09-01,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:49:51.000000000
14946,35,539,2017-09-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:51:28.000000000
5093,0,539,2017-11-24,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36.000000000
14151,97,540,2017-03-02,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 11:47:38.000000000
13359,28,540,2017-05-24,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35.000000000
16124,21,540,2017-06-04,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:46:00.000000000
14258,19,540,2017-07-29,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:04:40.000000000
4793,11,540,2017-09-17,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58.000000000
16196,32,540,2017-10-12,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 10:22:17.000000000
18157,62,541,2017-02-05,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:24:39.000000000
9315,77,541,2017-03-13,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 10:31:13.000000000
282,1,541,2017-05-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:37:38.000000000
16077,4,541,2017-06-09,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:42:53.000000000
17374,26,541,2017-08-15,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 11:51:36.000000000
4337,92,542,2017-01-19,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:27:06.000000000
13233,72,542,2017-02-13,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:51:50.000000000
19917,24,542,2017-05-27,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 11:17:50.000000000
9708,2,542,2017-06-14,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25.000000000
